NAME,Year,Industry,Category,NAICS Code,BEA Line Code,BEA Employment,NAICS Employment
"Rutherford County, Tennessee",2030,Utilities,BEA and NAICS,22,300,525.8571428571429,733.2889047243763
"Rutherford County, Tennessee",2025,Retail trade,BEA and NAICS,44-45,700,21595.071428571428,21595.071428571428
"Rutherford County, Tennessee",2025,Public Administration,NAICS,92,NA,0,15069.613484441907
"Rutherford County, Tennessee",2027,Construction,BEA and NAICS,23,400,12800.928571428572,12949.523556387945
"Rutherford County, Tennessee",2030,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,4596.714285714285,4635.449173085089
"Rutherford County, Tennessee",2023,Other services (except government and government enterprises),BEA and NAICS,81,1900,12390.82142857143,12404.715597256414
"Rutherford County, Tennessee",2026,Transportation and warehousing,BEA and NAICS,48-49,800,22500.0,22999.828984881722
"Rutherford County, Tennessee",2027,Educational services,BEA and NAICS,61,1500,3586.8214285714284,6815.480411445395
"Rutherford County, Tennessee",2048,Total employment (number of jobs),BEA and NAICS,NA,10,321125.5714285714,321125.5714285714
"Rutherford County, Tennessee",2026,Accommodation and food services,BEA and NAICS,72,1800,18851.428571428572,18851.428571428572
"Rutherford County, Tennessee",2031,Construction,BEA and NAICS,23,400,12928.07142857143,13078.142305755293
"Rutherford County, Tennessee",2038,Total employment (number of jobs),BEA and NAICS,NA,10,273509.4285714286,273509.4285714286
"Rutherford County, Tennessee",2029,Public Administration,NAICS,92,NA,0,14933.066482253134
"Rutherford County, Tennessee",2023,"Professional, scientific, and technical services",BEA and NAICS,54,1200,9592.107142857143,9592.107142857143
"Rutherford County, Tennessee",2025,"Professional, scientific, and technical services",BEA and NAICS,54,1200,10010.32142857143,10010.32142857143
"Rutherford County, Tennessee",2037,Wholesale trade,BEA and NAICS,42,600,5892.571428571428,5892.571428571428
"Rutherford County, Tennessee",2031,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,4740.678571428572,4780.626594975772
"Rutherford County, Tennessee",2027,Accommodation and food services,BEA and NAICS,72,1800,19539.785714285714,19539.785714285714
"Rutherford County, Tennessee",2038,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,5824.428571428572,5873.508973361474
"Rutherford County, Tennessee",2037,Public Administration,NAICS,92,NA,0,14369.029667027007
"Rutherford County, Tennessee",2048,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,7622.071428571428,7686.29993179502
"Rutherford County, Tennessee",2048,Educational services,BEA and NAICS,61,1500,8418.07142857143,15995.55541476385
"Rutherford County, Tennessee",2038,Accommodation and food services,BEA and NAICS,72,1800,27980.714285714286,27980.714285714286
"Rutherford County, Tennessee",2031,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1678.6785714285713,1678.6785714285713
"Rutherford County, Tennessee",2030,Accommodation and food services,BEA and NAICS,72,1800,21682.85714285714,21682.85714285714
"Rutherford County, Tennessee",2029,Other services (except government and government enterprises),BEA and NAICS,81,1900,14331.75,14347.820585247227
"Rutherford County, Tennessee",2031,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,17329.10714285714,17329.10714285714
"Rutherford County, Tennessee",2038,Retail trade,BEA and NAICS,44-45,700,24312.714285714286,24312.714285714286
"Rutherford County, Tennessee",2030,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,17023.428571428572,17023.428571428572
"Rutherford County, Tennessee",2023,Health care and social assistance,BEA and NAICS,62,1600,14210.714285714286,17068.327546513203
"Rutherford County, Tennessee",2030,Transportation and warehousing,BEA and NAICS,48-49,800,25460.0,26025.584264670608
"Rutherford County, Tennessee",2026,Construction,BEA and NAICS,23,400,12768.142857142857,12916.357260905015
"Rutherford County, Tennessee",2029,Health care and social assistance,BEA and NAICS,62,1600,17838.0,21425.019225161275
"Rutherford County, Tennessee",2030,Government,BEA,NA,2000,23550.0,0
"Rutherford County, Tennessee",2037,"Professional, scientific, and technical services",BEA and NAICS,54,1200,13313.607142857143,13313.607142857143
"Rutherford County, Tennessee",2027,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1664.8214285714287,1664.8214285714287
"Rutherford County, Tennessee",2030,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,116.0,116.0
"Rutherford County, Tennessee",2025,Transportation and warehousing,BEA and NAICS,48-49,800,21810.25,22294.756449667406
"Rutherford County, Tennessee",2048,Construction,BEA and NAICS,23,400,13455.42857142857,13611.621084732331
"Rutherford County, Tennessee",2038,Government,BEA,NA,2000,25702.0,0
"Rutherford County, Tennessee",2030,Manufacturing,BEA and NAICS,31-33,500,28150.571428571428,28150.571428571428
"Rutherford County, Tennessee",2030,Health care and social assistance,BEA and NAICS,62,1600,18436.714285714286,22144.12815451475
"Rutherford County, Tennessee",2029,Information,BEA and NAICS,51,900,3851.0,3930.609310600724
"Rutherford County, Tennessee",2038,Management of companies and enterprises,BEA and NAICS,55,1300,3435.4285714285716,3435.4285714285716
"Rutherford County, Tennessee",2023,Manufacturing,BEA and NAICS,31-33,500,27610.321428571428,27610.321428571428
"Rutherford County, Tennessee",2050,Health care and social assistance,BEA and NAICS,62,1600,31951.0,38375.98325278214
"Rutherford County, Tennessee",2027,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,4179.821428571428,4215.0433071138805
"Rutherford County, Tennessee",2038,Health care and social assistance,BEA and NAICS,62,1600,23540.428571428572,28274.141423443936
"Rutherford County, Tennessee",2029,Management of companies and enterprises,BEA and NAICS,55,1300,2159.0,2159.0
"Rutherford County, Tennessee",2038,Information,BEA and NAICS,51,900,3409.857142857143,3480.3469835192595
"Rutherford County, Tennessee",2030,Management of companies and enterprises,BEA and NAICS,55,1300,2282.714285714286,2282.714285714286
"Rutherford County, Tennessee",2049,Retail trade,BEA and NAICS,44-45,700,26506.64285714286,26506.64285714286
"Rutherford County, Tennessee",2030,Information,BEA and NAICS,51,900,3804.4285714285716,3883.0751400603876
"Rutherford County, Tennessee",2048,Finance and insurance,BEA and NAICS,52,1000,8983.57142857143,8983.57142857143
"Rutherford County, Tennessee",2050,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,109.0,109.0
"Rutherford County, Tennessee",2030,Other services (except government and government enterprises),BEA and NAICS,81,1900,14666.57142857143,14683.017458290578
"Rutherford County, Tennessee",2030,Finance and insurance,BEA and NAICS,52,1000,9021.714285714284,9021.714285714284
"Rutherford County, Tennessee",2026,Utilities,BEA and NAICS,22,300,524.4285714285714,731.2968131603328
"Rutherford County, Tennessee",2030,Total employment (number of jobs),BEA and NAICS,NA,10,238947.7142857143,238947.7142857143
"Rutherford County, Tennessee",2027,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,16089.392857142857,16089.392857142857
"Rutherford County, Tennessee",2023,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,115.0,115.0
"Rutherford County, Tennessee",2038,Construction,BEA and NAICS,23,400,13148.57142857143,13301.20190086597
"Rutherford County, Tennessee",2030,Retail trade,BEA and NAICS,44-45,700,22697.85714285714,22697.85714285714
"Rutherford County, Tennessee",2038,Other services (except government and government enterprises),BEA and NAICS,81,1900,17509.14285714286,17528.77634034565
"Rutherford County, Tennessee",2025,Total employment (number of jobs),BEA and NAICS,NA,10,218702.64285714287,218702.64285714287
"Rutherford County, Tennessee",2050,Finance and insurance,BEA and NAICS,52,1000,8878.0,8878.0
"Rutherford County, Tennessee",2047,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,111.0,111.0
"Rutherford County, Tennessee",2030,Construction,BEA and NAICS,23,400,12896.285714285714,13045.987618413455
"Rutherford County, Tennessee",2038,Educational services,BEA and NAICS,61,1500,5899.428571428572,11209.769058201115
"Rutherford County, Tennessee",2030,Educational services,BEA and NAICS,61,1500,4166.714285714285,7917.360861113713
"Rutherford County, Tennessee",2029,Manufacturing,BEA and NAICS,31-33,500,28123.25,28123.25
"Rutherford County, Tennessee",2038,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,115.0,115.0
"Rutherford County, Tennessee",2023,Management of companies and enterprises,BEA and NAICS,55,1300,1371.7142857142858,1371.7142857142858
"Rutherford County, Tennessee",2038,Finance and insurance,BEA and NAICS,52,1000,9259.42857142857,9259.42857142857
"Rutherford County, Tennessee",2025,Wholesale trade,BEA and NAICS,42,600,6479.714285714286,6479.714285714286
"Rutherford County, Tennessee",2030,"Professional, scientific, and technical services",BEA and NAICS,54,1200,11337.857142857143,11337.857142857143
"Rutherford County, Tennessee",2038,Manufacturing,BEA and NAICS,31-33,500,28277.14285714286,28277.14285714286
"Rutherford County, Tennessee",2030,Real estate and rental and leasing,BEA and NAICS,53,1100,10588.142857142857,10738.430867325049
"Rutherford County, Tennessee",2031,Educational services,BEA and NAICS,61,1500,4368.678571428572,8301.122266722776
"Rutherford County, Tennessee",2025,Utilities,BEA and NAICS,22,300,524.3214285714286,731.1474062930296
"Rutherford County, Tennessee",2026,Educational services,BEA and NAICS,61,1500,3401.857142857143,6464.02146897867
"Rutherford County, Tennessee",2031,Finance and insurance,BEA and NAICS,52,1000,9080.42857142857,9080.42857142857
"Rutherford County, Tennessee",2031,Management of companies and enterprises,BEA and NAICS,55,1300,2409.4285714285716,2409.4285714285716
"Rutherford County, Tennessee",2029,Finance and insurance,BEA and NAICS,52,1000,8952.0,8952.0
"Rutherford County, Tennessee",2050,Total employment (number of jobs),BEA and NAICS,NA,10,331312.0,331312.0
"Rutherford County, Tennessee",2038,Transportation and warehousing,BEA and NAICS,48-49,800,32429.0,33149.39796225464
"Rutherford County, Tennessee",2023,Real estate and rental and leasing,BEA and NAICS,53,1100,9660.892857142857,9798.019488665766
"Rutherford County, Tennessee",2023,Government,BEA,NA,2000,21638.0,0
"Rutherford County, Tennessee",2029,Wholesale trade,BEA and NAICS,42,600,6317.0,6317.0
"Rutherford County, Tennessee",2037,Real estate and rental and leasing,BEA and NAICS,53,1100,11482.392857142857,11645.373844263377
"Rutherford County, Tennessee",2038,Public Administration,NAICS,92,NA,0,14272.472953405922
"Rutherford County, Tennessee",2029,Utilities,BEA and NAICS,22,300,525.75,733.139497857073
"Rutherford County, Tennessee",2048,Other services (except government and government enterprises),BEA and NAICS,81,1900,21487.35714285714,21511.45150709751
"Rutherford County, Tennessee",2037,Transportation and warehousing,BEA and NAICS,48-49,800,31477.25,32176.505196194143
"Rutherford County, Tennessee",2049,Total employment (number of jobs),BEA and NAICS,NA,10,326190.78571428574,326190.78571428574
"Rutherford County, Tennessee",2031,Information,BEA and NAICS,51,900,3756.857142857143,3834.5202971464864
"Rutherford County, Tennessee",2029,Total employment (number of jobs),BEA and NAICS,NA,10,234815.5,234815.5
"Rutherford County, Tennessee",2031,Government,BEA,NA,2000,23817.0,0
"Rutherford County, Tennessee",2038,Utilities,BEA and NAICS,22,300,528.7142857142858,737.2730878524632
"Rutherford County, Tennessee",2029,Real estate and rental and leasing,BEA and NAICS,53,1100,10439.25,10587.424626226928
"Rutherford County, Tennessee",2047,Manufacturing,BEA and NAICS,31-33,500,28243.035714285714,28243.035714285714
"Rutherford County, Tennessee",2038,Wholesale trade,BEA and NAICS,42,600,5835.142857142857,5835.142857142857
"Rutherford County, Tennessee",2050,"Professional, scientific, and technical services",BEA and NAICS,54,1200,17420.0,17420.0
"Rutherford County, Tennessee",2037,Total employment (number of jobs),BEA and NAICS,NA,10,269019.21428571426,269019.21428571426
"Rutherford County, Tennessee",2029,Educational services,BEA and NAICS,61,1500,3969.75,7543.10017995828
"Rutherford County, Tennessee",2050,Educational services,BEA and NAICS,61,1500,8963.0,17030.998655574294
"Rutherford County, Tennessee",2025,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,116.0,116.0
"Rutherford County, Tennessee",2048,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,111.0,111.0
"Rutherford County, Tennessee",2031,Health care and social assistance,BEA and NAICS,62,1600,19045.428571428572,22875.247970304572
"Rutherford County, Tennessee",2037,Utilities,BEA and NAICS,22,300,528.6071428571429,737.1236809851598
"Rutherford County, Tennessee",2037,Retail trade,BEA and NAICS,44-45,700,24108.35714285714,24108.35714285714
"Rutherford County, Tennessee",2025,Other services (except government and government enterprises),BEA and NAICS,81,1900,13037.464285714286,13052.083552810855
"Rutherford County, Tennessee",2027,Finance and insurance,BEA and NAICS,52,1000,8775.571428571428,8775.571428571428
"Rutherford County, Tennessee",2029,Transportation and warehousing,BEA and NAICS,48-49,800,24688.25,25236.690130489165
"Rutherford County, Tennessee",2048,Management of companies and enterprises,BEA and NAICS,55,1300,5393.571428571428,5393.571428571428
"Rutherford County, Tennessee",2029,"Professional, scientific, and technical services",BEA and NAICS,54,1200,11066.75,11066.75
"Rutherford County, Tennessee",2047,Other services (except government and government enterprises),BEA and NAICS,81,1900,21068.535714285714,21092.160442545046
"Rutherford County, Tennessee",2031,Manufacturing,BEA and NAICS,31-33,500,28172.89285714286,28172.89285714286
"Rutherford County, Tennessee",2026,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,15773.714285714286,15773.714285714286
"Rutherford County, Tennessee",2026,Public Administration,NAICS,92,NA,0,15045.481754629443
"Stewart County, Tennessee",2047,Wholesale trade,BEA and NAICS,42,600,60.99373840445269,60.99373840445269
"Stewart County, Tennessee",2034,Accommodation and food services,BEA and NAICS,72,1800,348.7421150278293,348.7421150278293
"Stewart County, Tennessee",2050,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,330.0,330.0
"Stewart County, Tennessee",2029,Total employment (number of jobs),BEA and NAICS,NA,10,5231.5,5231.5
"Stewart County, Tennessee",2045,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.98753478664193,63.4464931650744
"Stewart County, Tennessee",2025,Wholesale trade,BEA and NAICS,42,600,45.94782003710575,45.94782003710575
"Stewart County, Tennessee",2033,Utilities,BEA and NAICS,22,300,6.99310064935065,13.466120278405583
"Stewart County, Tennessee",2044,"Professional, scientific, and technical services",BEA and NAICS,54,1200,302.0,306.58518428684096
"Stewart County, Tennessee",2030,Construction,BEA and NAICS,23,400,654.2857142857143,694.1896062731255
"Stewart County, Tennessee",2024,Manufacturing,BEA and NAICS,31-33,500,672.3571428571429,672.3571428571429
"Stewart County, Tennessee",2042,Finance and insurance,BEA and NAICS,52,1000,145.42857142857142,145.42857142857142
"Stewart County, Tennessee",2026,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,198.28571428571428,198.28571428571428
"Stewart County, Tennessee",2033,Public Administration,NAICS,92,NA,0,1016.2525748038349
"Stewart County, Tennessee",2045,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,300.14285714285717,300.14285714285717
"Stewart County, Tennessee",2024,Transportation and warehousing,BEA and NAICS,48-49,800,85.35714285714286,127.30116212925282
"Stewart County, Tennessee",2042,Educational services,BEA and NAICS,61,1500,15.987476808905381,31.671487004137038
"Stewart County, Tennessee",2045,Utilities,BEA and NAICS,22,300,6.997970779220779,13.475498343714667
"Stewart County, Tennessee",2026,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,39.94016697588126,61.82522428436088
"Stewart County, Tennessee",2034,Wholesale trade,BEA and NAICS,42,600,51.96660482374768,51.96660482374768
"Stewart County, Tennessee",2033,Wholesale trade,BEA and NAICS,42,600,50.96451762523191,50.96451762523191
"Stewart County, Tennessee",2028,Health care and social assistance,BEA and NAICS,62,1600,228.71301020408166,228.71301020408166
"Stewart County, Tennessee",2030,Educational services,BEA and NAICS,61,1500,16.96869202226345,33.61529247448001
"Stewart County, Tennessee",2026,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,0.1428571428571429,0.1428571428571429
"Stewart County, Tennessee",2046,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,305.7142857142857,305.7142857142857
"Stewart County, Tennessee",2041,"Professional, scientific, and technical services",BEA and NAICS,54,1200,282.5,286.78912106302175
"Stewart County, Tennessee",2044,Real estate and rental and leasing,BEA and NAICS,53,1100,107.92857142857143,107.92857142857143
"Stewart County, Tennessee",2034,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,1.4285714285714286,1.4285714285714286
"Stewart County, Tennessee",2041,Other services (except government and government enterprises),BEA and NAICS,81,1900,361.42857142857144,361.42857142857144
"Stewart County, Tennessee",2033,Transportation and warehousing,BEA and NAICS,48-49,800,81.46428571428571,121.4953769108057
"Stewart County, Tennessee",2033,Real estate and rental and leasing,BEA and NAICS,53,1100,127.46428571428572,127.46428571428572
"Stewart County, Tennessee",2041,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,1.6785714285714286,1.6785714285714286
"Stewart County, Tennessee",2033,"Professional, scientific, and technical services",BEA and NAICS,54,1200,231.5,235.01480186226385
"Stewart County, Tennessee",2030,Health care and social assistance,BEA and NAICS,62,1600,232.73910018552877,232.73910018552877
"Stewart County, Tennessee",2022BL,Construction,BEA and NAICS,23,400,654.0,693.8864667070673
"Stewart County, Tennessee",2029,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2024,Wholesale trade,BEA and NAICS,42,600,44.94573283858998,44.94573283858998
"Stewart County, Tennessee",2029,Real estate and rental and leasing,BEA and NAICS,53,1100,132.75,132.75
"Stewart County, Tennessee",2035,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,244.42857142857142,244.42857142857142
"Stewart County, Tennessee",2028,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",427.07142857142856,427.07142857142856
"Stewart County, Tennessee",2042,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2022WP,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,1.0,1.0
"Stewart County, Tennessee",2049,Manufacturing,BEA and NAICS,31-33,500,975.3214285714286,975.3214285714286
"Stewart County, Tennessee",2028,Manufacturing,BEA and NAICS,31-33,500,718.0714285714286,718.0714285714286
"Stewart County, Tennessee",2022WP,Finance and insurance,BEA and NAICS,52,1000,122.0,122.0
"Stewart County, Tennessee",2022BL,Finance and insurance,BEA and NAICS,52,1000,127.0,127.0
"Stewart County, Tennessee",2033,Other services (except government and government enterprises),BEA and NAICS,81,1900,352.14285714285717,352.14285714285717
"Stewart County, Tennessee",2029,Retail trade,BEA and NAICS,44-45,700,472.5,472.5
"Stewart County, Tennessee",2044,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,2.7857142857142856,2.7857142857142856
"Stewart County, Tennessee",2042,Information,BEA and NAICS,51,900,17.0,17.0
"Stewart County, Tennessee",2028,Information,BEA and NAICS,51,900,26.0,26.0
"Stewart County, Tennessee",2035,Accommodation and food services,BEA and NAICS,72,1800,352.75823283859,352.75823283859
"Stewart County, Tennessee",2025,Utilities,BEA and NAICS,22,300,6.989853896103897,13.459868234866192
"Stewart County, Tennessee",2042,Government,BEA,NA,2000,1167.857142857143,0
"Stewart County, Tennessee",2047,Finance and insurance,BEA and NAICS,52,1000,143.53571428571428,143.53571428571428
"Stewart County, Tennessee",2022WP,Government,BEA,NA,2000,1106.0,0
"Stewart County, Tennessee",2033,Total employment (number of jobs),BEA and NAICS,NA,10,5376.928571428572,5376.928571428572
"Stewart County, Tennessee",2042,Construction,BEA and NAICS,23,400,663.7142857142857,704.1932119530437
"Stewart County, Tennessee",2030,Finance and insurance,BEA and NAICS,52,1000,139.57142857142858,139.57142857142858
"Stewart County, Tennessee",2048,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,2.9285714285714284,2.9285714285714284
"Stewart County, Tennessee",2024,Utilities,BEA and NAICS,22,300,6.989448051948052,13.459086729423767
"Stewart County, Tennessee",2042,Health care and social assistance,BEA and NAICS,62,1600,246.8956400742115,246.8956400742115
"Stewart County, Tennessee",2045,Transportation and warehousing,BEA and NAICS,48-49,800,73.60714285714286,109.7772783047657
"Stewart County, Tennessee",2033,Retail trade,BEA and NAICS,44-45,700,478.35714285714283,478.35714285714283
"Stewart County, Tennessee",2034,Public Administration,NAICS,92,NA,0,1018.1143956021973
"Stewart County, Tennessee",2047,Transportation and warehousing,BEA and NAICS,48-49,800,71.96428571428571,107.32713041441187
"Stewart County, Tennessee",2026,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2030,Government,BEA,NA,2000,1138.142857142857,0
"Stewart County, Tennessee",2022BL,"Professional, scientific, and technical services",BEA and NAICS,54,1200,137.0,139.08003393144773
"Stewart County, Tennessee",2045,Accommodation and food services,BEA and NAICS,72,1800,394.91941094619665,394.91941094619665
"Stewart County, Tennessee",2022BL,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2044,Other services (except government and government enterprises),BEA and NAICS,81,1900,363.2857142857143,363.2857142857143
"Stewart County, Tennessee",2028,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2034,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,238.85714285714286,238.85714285714286
"Stewart County, Tennessee",2047,Educational services,BEA and NAICS,61,1500,14.995303803339517,29.705973944932403
"Stewart County, Tennessee",2029,Manufacturing,BEA and NAICS,31-33,500,729.75,729.75
"Stewart County, Tennessee",2034,Information,BEA and NAICS,51,900,22.0,22.0
"Stewart County, Tennessee",2034,Real estate and rental and leasing,BEA and NAICS,53,1100,125.14285714285714,125.14285714285714
"Stewart County, Tennessee",2029,Wholesale trade,BEA and NAICS,42,600,48.95616883116883,48.95616883116883
"Stewart County, Tennessee",2030,Accommodation and food services,BEA and NAICS,72,1800,330.67764378478665,330.67764378478665
"Stewart County, Tennessee",2045,Public Administration,NAICS,92,NA,0,1051.8424360927106
"Stewart County, Tennessee",2047,Utilities,BEA and NAICS,22,300,6.998782467532467,13.477061354599515
"Stewart County, Tennessee",2034,Health care and social assistance,BEA and NAICS,62,1600,238.79128014842303,238.79128014842303
"Stewart County, Tennessee",2050,Government,BEA,NA,2000,1194.0,0
"Stewart County, Tennessee",2041,Wholesale trade,BEA and NAICS,42,600,56.98121521335807,56.98121521335807
"Stewart County, Tennessee",2024,Real estate and rental and leasing,BEA and NAICS,53,1100,137.35714285714286,137.35714285714286
"Stewart County, Tennessee",2034,Retail trade,BEA and NAICS,44-45,700,479.57142857142856,479.57142857142856
"Stewart County, Tennessee",2041,Retail trade,BEA and NAICS,44-45,700,490.07142857142856,490.07142857142856
"Stewart County, Tennessee",2022WP,Information,BEA and NAICS,51,900,18.0,18.0
"Stewart County, Tennessee",2026,Manufacturing,BEA and NAICS,31-33,500,695.7142857142858,695.7142857142858
"Stewart County, Tennessee",2029,"Professional, scientific, and technical services",BEA and NAICS,54,1200,205.5,208.62005089717158
"Stewart County, Tennessee",2044,Wholesale trade,BEA and NAICS,42,600,58.98747680890538,58.98747680890538
"Stewart County, Tennessee",2046,Wholesale trade,BEA and NAICS,42,600,59.99165120593692,59.99165120593692
"Stewart County, Tennessee",2030,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,218.57142857142858,218.57142857142858
"Stewart County, Tennessee",2041,Public Administration,NAICS,92,NA,0,1038.8693360033847
"Stewart County, Tennessee",2029,Other services (except government and government enterprises),BEA and NAICS,81,1900,346.0,346.0
"Stewart County, Tennessee",2024,Other services (except government and government enterprises),BEA and NAICS,81,1900,337.57142857142856,337.57142857142856
"Stewart County, Tennessee",2034,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2041,Transportation and warehousing,BEA and NAICS,48-49,800,75.89285714285714,113.18617971743188
"Stewart County, Tennessee",2048,Educational services,BEA and NAICS,61,1500,14.996869202226344,29.709075029055494
"Stewart County, Tennessee",2045,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",442.60714285714283,442.60714285714283
"Stewart County, Tennessee",2044,Utilities,BEA and NAICS,22,300,6.997564935064935,13.474716838272244
"Stewart County, Tennessee",2026,Accommodation and food services,BEA and NAICS,72,1800,312.61317254174395,312.61317254174395
"Stewart County, Tennessee",2034,Other services (except government and government enterprises),BEA and NAICS,81,1900,353.42857142857144,353.42857142857144
"Stewart County, Tennessee",2034,"Professional, scientific, and technical services",BEA and NAICS,54,1200,238.0,241.61348960353692
"Stewart County, Tennessee",2028,Construction,BEA and NAICS,23,400,652.7142857142858,692.5223386598058
"Stewart County, Tennessee",2028,Educational services,BEA and NAICS,61,1500,16.965561224489797,33.609090306233824
"Stewart County, Tennessee",2041,Total employment (number of jobs),BEA and NAICS,NA,10,5650.785714285715,5650.785714285715
"Stewart County, Tennessee",2022WP,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2029,Public Administration,NAICS,92,NA,0,1005.5879036389401
"Stewart County, Tennessee",2034,Manufacturing,BEA and NAICS,31-33,500,789.1428571428571,789.1428571428571
"Stewart County, Tennessee",2046,Accommodation and food services,BEA and NAICS,72,1800,397.93552875695735,397.93552875695735
"Stewart County, Tennessee",2024,"Professional, scientific, and technical services",BEA and NAICS,54,1200,172.0,174.61142946137963
"Stewart County, Tennessee",2041,Utilities,BEA and NAICS,22,300,6.996347402597403,13.472372321944974
"Stewart County, Tennessee",2049,Construction,BEA and NAICS,23,400,672.7142857142857,713.7421082838749
"Stewart County, Tennessee",2050,Accommodation and food services,BEA and NAICS,72,1800,414.0,414.0
"Stewart County, Tennessee",2044,Transportation and warehousing,BEA and NAICS,48-49,800,73.92857142857143,110.25665506592189
"Stewart County, Tennessee",2047,Accommodation and food services,BEA and NAICS,72,1800,401.951646567718,401.951646567718
"Stewart County, Tennessee",2034,Government,BEA,NA,2000,1146.7142857142858,0
"Stewart County, Tennessee",2044,Total employment (number of jobs),BEA and NAICS,NA,10,5754.857142857143,5754.857142857143
"Stewart County, Tennessee",2050,Real estate and rental and leasing,BEA and NAICS,53,1100,96.0,96.0
"Stewart County, Tennessee",2025,Public Administration,NAICS,92,NA,0,997.9339784186913
"Stewart County, Tennessee",2042,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",439.57142857142856,439.57142857142856
"Stewart County, Tennessee",2028,Government,BEA,NA,2000,1133.357142857143,0
"Stewart County, Tennessee",2034,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.960111317254174,63.40404311356167
"Stewart County, Tennessee",2029,Transportation and warehousing,BEA and NAICS,48-49,800,82.75,123.41288395543043
"Stewart County, Tennessee",2034,Utilities,BEA and NAICS,22,300,6.9935064935064934,13.466901783848005
"Stewart County, Tennessee",2044,Public Administration,NAICS,92,NA,0,1048.4720096623894
"Stewart County, Tennessee",2048,Health care and social assistance,BEA and NAICS,62,1600,249.97391001855289,249.97391001855289
"Stewart County, Tennessee",2042,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.98005565862709,63.434915878298206
"Stewart County, Tennessee",2022BL,Educational services,BEA and NAICS,61,1500,26.95616883116883,53.400668599696374
"Stewart County, Tennessee",2030,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.950139146567714,63.388606731193406
"Stewart County, Tennessee",2028,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,40.94515306122449,63.380888540009266
"Stewart County, Tennessee",2049,Accommodation and food services,BEA and NAICS,72,1800,409.98388218923935,409.98388218923935
"Stewart County, Tennessee",2049,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2048,Wholesale trade,BEA and NAICS,42,600,61.99582560296846,61.99582560296846
"Stewart County, Tennessee",2022WP,Health care and social assistance,BEA and NAICS,62,1600,225.0,225.0
"Stewart County, Tennessee",2049,Finance and insurance,BEA and NAICS,52,1000,143.17857142857142,143.17857142857142
"Stewart County, Tennessee",2050,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Stewart County, Tennessee",2034,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",432.14285714285717,432.14285714285717
